1.010976,0.9779491,0.1222436,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,1.010976,,,,
2.021302,1.988082,0.2485103,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,2.021302,,,,
3.031636,2.998568,0.374821,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,3.031636,,,,
4.041873,4.00941,0.5011763,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,4.041873,,,,
5.052676,5.020516,0.6275645,,5.052676,0.03389626,0.004237032,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,5.052676,,,,
6.063009,6.030412,0.7538015,,6.063009,1.04379,0.1304738,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,6.063009,,,,
7.073576,7.040838,0.8801047,,7.073576,2.054215,0.2567769,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,7.073576,,,,
8.084144,8.051542,1.006443,,8.084144,3.064918,0.3831148,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,8.084144,,,,
9.094715,0.2491819,0.03114774,,9.094715,4.076029,0.5095036,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,9.094715,,,,
10.10598,1.259067,0.1573834,,10.10598,5.085915,0.6357393,,10.10598,0.08270947,0.01033868,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,10.10598,,,,
11.11607,2.269633,0.2837041,,11.11607,6.096481,0.7620601,,11.11607,1.093275,0.1366594,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,11.11607,,,,
12.12642,3.280235,0.4100294,,12.12642,7.107084,0.8883855,,12.12642,2.103878,0.2629847,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,12.12642,,,,
13.1371,4.293694,0.5367117,,13.1371,8.120543,1.015068,,13.1371,3.117336,0.389667,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,13.1371,,,,
14.14755,5.301569,0.6626962,,14.14755,0,0,,14.14755,4.125209,0.5156512,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,14.14755,,,,
15.15811,6.311903,0.7889878,,15.15811,0.9774114,0.1221764,,15.15811,5.135542,0.6419428,,15.15811,0.1325331,0.01656664,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,15.15811,,,,
16.1691,7.322503,0.9153128,,16.1691,1.988009,0.2485012,,16.1691,6.146142,0.7682678,,16.1691,1.143131,0.1428914,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,16.1691,,,,
17.17995,0,0,,17.17995,2.998876,0.3748595,,17.17995,7.157014,0.8946267,,17.17995,2.153999,0.2692499,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,17.17995,,,,
18.19007,0.4803114,0.06003893,,18.19007,4.009973,0.5012466,,18.19007,0,0,,18.19007,3.165096,0.395637,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,18.19007,,,,
19.20038,1.490343,0.1862929,,19.20038,5.020005,0.6275007,,19.20038,0.7955278,0.09944098,,19.20038,4.175128,0.5218911,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,19.20038,,,,
20.21192,2.500582,0.3125728,,20.21192,6.030244,0.7537805,,20.21192,1.805766,0.2257208,,20.21192,5.185367,0.6481709,,20.21192,0.1821033,0.02276291,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,20.21192,,,,
21.22152,3.511155,0.4388943,,21.22152,7.040818,0.8801023,,21.22152,2.816339,0.3520424,,21.22152,6.195941,0.7744927,,21.22152,1.192676,0.1490845,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,21.22152,,,,
22.23211,4.521716,0.5652145,,22.23211,0,0,,22.23211,3.8269,0.4783625,,22.23211,7.206502,0.9008127,,22.23211,2.203236,0.2754045,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,22.23211,,,,
23.24325,5.532382,0.6915478,,23.24325,0.5964966,0.07456207,,23.24325,4.837565,0.6046957,,23.24325,0,0,,23.24325,3.2139,0.4017375,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,23.24325,,,,
24.25322,6.542861,0.8178576,,24.25322,1.606975,0.2008719,,24.25322,5.848044,0.7310055,,24.25322,0.8116513,0.1014564,,24.25322,4.224379,0.5280473,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,24.25322,,,,
25.26378,7.5536,0.9442,,25.26378,2.617713,0.3272141,,25.26378,6.858783,0.8573479,,25.26378,1.82239,0.2277988,,25.26378,5.235117,0.6543897,,25.26378,0.2310084,0.02887605,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,25.26378,,,,
26.27474,0,0,,26.27474,3.628098,0.4535123,,26.27474,7.869168,0.983646,,26.27474,2.832775,0.3540969,,26.27474,6.245502,0.7806878,,26.27474,1.241393,0.1551742,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,26.27474,,,,
