1.012387,0.97966,0.48983,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,1.012387,,,,
2.022898,1.989547,0.9947733,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,2.022898,,,,
3.034141,0,0,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,3.034141,,,,
4.044314,0.9605416,0.4802708,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,4.044314,,,,
5.054598,1.971102,0.9855509,,5.054598,0.03253954,0.01626977,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,5.054598,,,,
6.065166,0,0,,6.065166,1.043456,0.5217281,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,6.065166,,,,
7.075979,0.9617211,0.4808605,,7.075979,0,0,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,7.075979,,,,
8.086299,1.971627,0.9858136,,8.086299,0.5800243,0.2900122,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,8.086299,,,,
9.096924,0.2482392,0.1241196,,9.096924,1.590398,0.7951988,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,9.096924,,,,
10.10779,1.258843,0.6294217,,10.10779,0,0,,10.10779,0.08284485,0.04142243,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,10.10779,,,,
11.11799,0,0,,11.11799,0.5635665,0.2817833,,11.11799,1.093727,0.5468637,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,11.11799,,,,
12.12856,0.6295329,0.3147665,,12.12856,1.573779,0.7868895,,12.12856,2.10394,1.05197,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,12.12856,,,,
13.1397,1.640384,0.820192,,13.1397,0.1493836,0.07469182,,13.1397,3.114791,1.557395,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,13.1397,,,,
14.14969,0.2315208,0.1157604,,14.14969,1.159667,0.5798333,,14.14969,0,0,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,14.14969,,,,
15.1605,1.242086,0.6210431,,15.1605,0,0,,15.1605,0.9773787,0.4886894,,15.1605,0.1321196,0.06605981,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,15.1605,,,,
16.17088,2.252654,1.126327,,16.17088,0.2484993,0.1242496,,16.17088,1.987947,0.9939734,,16.17088,1.142688,0.5713438,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,16.17088,,,,
17.1814,0,0,,17.1814,1.259066,0.6295329,,17.1814,0.5964001,0.2982001,,17.1814,2.153254,1.076627,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,17.1814,,,,
18.19197,0.5468773,0.2734386,,18.19197,2.270015,1.135008,,18.19197,1.607349,0.8036746,,18.19197,0,0,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,18.19197,,,,
19.20254,1.557473,0.7787363,,19.20254,0.149471,0.07473551,,19.20254,0,0,,19.20254,0.7790453,0.3895227,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,19.20254,,,,
20.2131,0,0,,20.2131,1.160057,0.5800284,,20.2131,0.6796638,0.3398319,,20.2131,1.789631,0.8948157,,20.2131,0.1821222,0.09106108,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,20.2131,,,,
21.22367,0.5963997,0.2981999,,21.22367,0,0,,21.22367,1.689798,0.8448992,,21.22367,0.1650702,0.08253511,,21.22367,1.192257,0.5961284,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,21.22367,,,,
22.23423,1.606968,0.803484,,22.23423,0.5466934,0.2733467,,22.23423,0.0826828,0.0413414,,22.23423,1.175638,0.5878192,,22.23423,2.202825,1.101413,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,22.23423,,,,
23.2448,0,0,,23.2448,1.557408,0.7787039,,23.2448,1.093397,0.5466986,,23.2448,2.186353,1.093176,,23.2448,0.6792853,0.3396426,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,23.2448,,,,
24.25538,0.7455003,0.3727501,,24.25538,2.567827,1.283913,,24.25538,2.103817,1.051908,,24.25538,0,0,,24.25538,1.689704,0.8448522,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,24.25538,,,,
25.26593,1.756158,0.8780789,,25.26593,0,0,,25.26593,0.2982917,0.1491459,,25.26593,0.3148493,0.1574247,,25.26593,0,0,,25.26593,0.2320234,0.1160117,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,25.26593,,,,
26.27703,0.4149722,0.2074861,,26.27703,0.8788381,0.439419,,26.27703,1.309573,0.6547863,,26.27703,1.32613,0.663065,,26.27703,0.5139897,0.2569949,,26.27703,1.243304,0.6216521,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,26.27703,,,,
